iter	Logloss
231	0.4288436637
232	0.42863721
233	0.4283161653
234	0.4281175383
235	0.4278720392
236	0.4277821189
237	0.4276692233
238	0.4273940487
239	0.4271974658
240	0.4268635775
241	0.4265550192
242	0.4264153323
243	0.4261329221
244	0.4251259581
245	0.424824758
246	0.4246401743
247	0.424232311
248	0.42422125
249	0.4241773149
250	0.4239044645
251	0.4237005515
252	0.4234651173
253	0.423283833
254	0.4231341723
255	0.4228549817
256	0.4225064603
257	0.4223691591
258	0.4221592156
259	0.4219364839
260	0.4217276059
261	0.4215696696
262	0.4214339588
263	0.4212975533
264	0.4209932925
265	0.4207940608
266	0.4204323261
267	0.4202711807
268	0.4199520484
269	0.4196964779
270	0.4195258341
271	0.4193824625
272	0.4191906676
273	0.4190533382
274	0.4189597249
275	0.4188341505
276	0.4186897155
277	0.4184727794
278	0.4182281729
279	0.4180664523
280	0.4178180438
281	0.4176602446
282	0.4176566756
283	0.4173025629
284	0.4169605066
285	0.4168383915
286	0.416688448
287	0.4165270842
288	0.4164023183
289	0.4161899141
290	0.4158528666
291	0.4158007314
292	0.4156280519
293	0.415340685
294	0.4152399687
295	0.4149539705
296	0.4146560763
297	0.4143687377
298	0.4142247887
299	0.4140559709
300	0.4137831633
301	0.4134940266
302	0.4127075233
303	0.4125304474
304	0.4122916114
305	0.4122155326
306	0.4119518874
307	0.4116315967
308	0.41152415
309	0.4114085559
310	0.4111947942
311	0.411100558
312	0.4107915931
313	0.4106500268
314	0.4101544135
315	0.4099474053
316	0.4099310675
317	0.409801216
318	0.4096336171
319	0.4095975722
320	0.4088884639
321	0.4087689075
322	0.4087369988
323	0.4085655409
324	0.4084657245
325	0.408345091
326	0.4082289887
327	0.4080080587
328	0.4079245739
329	0.4075316341
330	0.4072181991
331	0.4070831447
332	0.4068279086
333	0.4065280799
334	0.4063665176
335	0.4062704116
336	0.4061274845
337	0.4059421478
338	0.4058863445
339	0.4054501071
340	0.4051459917
341	0.405004033
342	0.4048308634
343	0.4046503333
344	0.4045598259
345	0.4043815298
346	0.4040857502
347	0.4038496691
348	0.4029813349
349	0.4029381481
350	0.4026729544
351	0.4025234127
352	0.4023398352
353	0.4020466384
354	0.4019405314
355	0.4017689691
356	0.401531311
357	0.4013822161
358	0.4012419779
359	0.4010128237
360	0.4007347832
361	0.400521401
362	0.4001705573
363	0.4000065544
364	0.3995870692
365	0.3994875159
366	0.3992521131
367	0.3990865476
368	0.3989396196
369	0.398903845
370	0.3987615529
371	0.3984329601
372	0.3982667273
373	0.398190104
374	0.3978641144
375	0.3975944239
376	0.3975176355
377	0.3973617142
378	0.3972729572
379	0.3972103985
380	0.3969535115
381	0.3966117807
382	0.3963677984
383	0.3960847715
384	0.3959912306
385	0.3958931123
386	0.3957100664
387	0.3955149589
388	0.3951898218
389	0.3950889638
390	0.3942762559
391	0.3939346632
392	0.393875057
393	0.3930774226
394	0.3928447671
395	0.3927471936
396	0.3923518813
397	0.392321006
398	0.3922092702
399	0.3918542771
400	0.3916132767
401	0.3914782691
402	0.3913198598
403	0.3911841617
404	0.39094964
405	0.3907191375
406	0.3905049383
407	0.3903263286
408	0.3900729882
409	0.3899287524
410	0.3897438492
411	0.3894983266
412	0.389317793
413	0.3891298644
414	0.3889576711
415	0.3889341843
416	0.388718903
417	0.3886494474
418	0.3885005017
419	0.3883893839
420	0.3883647427
421	0.388340726
422	0.3881812334
423	0.3879596549
424	0.3877566627
425	0.3875454183
426	0.3872501884
427	0.3870825085
428	0.3868037395
429	0.3865923998
430	0.3863571519
431	0.3861385374
432	0.3859931997
433	0.3859222541
434	0.3857240328
435	0.3855926636
436	0.3855791984
437	0.3855082258
438	0.3854995847
439	0.3854818377
440	0.3853016997
441	0.3849907832
442	0.3847606187
443	0.3847515299
444	0.3845615812
445	0.3843659614
446	0.3843570929
447	0.384190429
448	0.3840034434
449	0.3838291444
450	0.3836455304
451	0.3834556946
452	0.3831734165
453	0.3831054916
454	0.3828841092
455	0.3826310679
456	0.3826102351
457	0.382331418
458	0.3822234094
459	0.3821844802
460	0.3819488387
461	0.381685447
462	0.3814304925
463	0.3812403432
464	0.3811217695
465	0.3809251417
466	0.3807107011
467	0.3806135141
468	0.3803005958
469	0.3801773596
470	0.3799672266
471	0.3796597386
472	0.3794835773
473	0.3793397344
474	0.3787318595
475	0.3786722572
476	0.3786520097
477	0.3784201884
478	0.3782511043
479	0.3780119889
480	0.3778838132
481	0.3777964472
482	0.3775129271
483	0.3772467185
484	0.3769664443
485	0.3767079762
486	0.3764672967
487	0.3762524972
488	0.376156642
489	0.3758530582
490	0.3756786009
491	0.3755369884
492	0.3754993083
493	0.3753167554
494	0.3750885438
495	0.3748267034
496	0.3748113927
497	0.3745045515
498	0.3742645241
499	0.3739889016
500	0.3739783096
501	0.3738313102
502	0.3738105081
503	0.3736663408
504	0.3734841212
505	0.3734264137
506	0.3733461062
507	0.3730848178
508	0.373049427
509	0.3728985641
510	0.3726571373
511	0.3724262723
512	0.3724046217
513	0.3723544533
514	0.3721743922
515	0.3718858496
516	0.3716620437
517	0.3714294178
518	0.3713445875
519	0.3710173964
520	0.3708050285
521	0.3707868119
522	0.370571739
523	0.3704103329
524	0.3703310793
525	0.3701419392
526	0.3700817093
527	0.369828701
528	0.3697954996
529	0.3692216984
530	0.3690909158
531	0.3689977982
532	0.3689099811
533	0.3686773342
534	0.3685017979
535	0.368349838
536	0.3682114392
537	0.3681965109
538	0.3680845042
539	0.3677868211
540	0.3675688137
541	0.3673533542
542	0.3670988008
543	0.366925384
544	0.3668752571
545	0.3667382075
546	0.3666222515
547	0.3664750315
548	0.3663113437
549	0.3660780537
550	0.3660613942
551	0.3659137926
552	0.3658291654
553	0.3656749471
554	0.3655056395
555	0.3652757667
556	0.3650364785
557	0.3647506655
558	0.3645830245
559	0.3645546563
560	0.3643489731
561	0.3642732055
562	0.3640279828
563	0.3637618489
564	0.3637451579
565	0.3635653421
566	0.3635112719
567	0.3633989888
568	0.3631526107
569	0.3630189258
570	0.362771333
571	0.3627316144
572	0.3625859722
573	0.3623620279
574	0.3622298512
575	0.3620638889
576	0.3615560038
577	0.3613367608
578	0.3611519817
579	0.3610308326
580	0.3609345417
581	0.3607235279
582	0.3605984463
583	0.3600399864
584	0.3598849377
585	0.3598401633
586	0.3596670252
587	0.359542153
588	0.3595350205
589	0.3592958552
590	0.3591100814
591	0.3589842337
592	0.3589140946
593	0.3586667641
594	0.3586006667
595	0.3582942641
596	0.358232979
597	0.357895913
598	0.3578035077
599	0.3576042372
600	0.3574108181
601	0.3572619518
602	0.356746558
603	0.356728485
604	0.3566060197
605	0.3564712073
606	0.3563177125
607	0.3562242431
608	0.3560896544
609	0.3559019676
610	0.35566656
611	0.3555282965
612	0.3553591928
613	0.3553257683
614	0.3551517385
615	0.3550932507
616	0.3549571337
617	0.3546818768
618	0.3544171694
619	0.3541938352
620	0.3540412553
621	0.3537718475
622	0.3536392908
623	0.3535390071
624	0.3532364225
625	0.3530799746
626	0.3530709618
627	0.3529820413
628	0.3528544306
629	0.3526522824
630	0.3525707047
631	0.3524922792
632	0.3524345421
633	0.3522417132
634	0.3521098468
635	0.3518846109
636	0.3517467466
637	0.3516307984
638	0.351383402
639	0.351294195
640	0.3510828215
641	0.350909315
642	0.3508353931
643	0.3507084283
644	0.3505875447
645	0.3504524973
646	0.3502398118
647	0.3500515235
648	0.3498601679
649	0.3496715008
650	0.3496128258
651	0.3494702285
652	0.3494280196
653	0.3493337637
654	0.3492709345
655	0.3490404746
656	0.3489803754
657	0.3488920792
658	0.3487527031
659	0.3486959824
660	0.3485506917
661	0.3484076323
662	0.3481534248
663	0.3479817791
664	0.3479680481
665	0.3479225701
666	0.3477201036
667	0.3475252492
668	0.3474582738
669	0.3472745473
670	0.3471802889
671	0.3470594082
672	0.3469686328
673	0.3469080008
674	0.3463822136
675	0.3462587265
676	0.3460577036
677	0.3458481557
678	0.345687776
679	0.3454910222
680	0.3454404476
681	0.3452202349
682	0.3451650364
683	0.3450053141
684	0.3449267732
685	0.3447685618
686	0.3446282587
687	0.3445081636
688	0.3442916393
689	0.3442296283
690	0.3442112031
691	0.3440942786
692	0.3440430287
693	0.3438455006
694	0.343785972
695	0.3437249749
696	0.3432917272
697	0.3430050567
698	0.342948394
699	0.3428904587
700	0.3426520584
701	0.3425033296
702	0.3424482054
703	0.3424417605
704	0.3423858215
705	0.342178846
706	0.341920794
707	0.3418306031
708	0.3415468256
709	0.3414032697
710	0.3410844974
711	0.3408636843
712	0.3407089154
713	0.340505978
714	0.3403408372
715	0.3402875271
716	0.3401322697
717	0.3400596592
718	0.3399223364
719	0.3397483229
720	0.339548563
721	0.3394673889
722	0.3393740339
723	0.3391863513
724	0.3389633333
725	0.3389052714
726	0.338716706
727	0.3386879984
728	0.33849068
729	0.338414891
730	0.338216973
731	0.3380644044
732	0.3378604163
733	0.3377259384
734	0.3376986276
735	0.3376418729
736	0.3374043583
737	0.337269452
738	0.337084505
739	0.3369569121
740	0.336947005
741	0.3368292702
742	0.3366892684
743	0.3364829831
744	0.3362931656
745	0.3362445786
746	0.3361894997
747	0.3360446461
748	0.3358963609
749	0.335713636
750	0.3355270054
751	0.3353876066
752	0.3352254865
753	0.3351757802
754	0.3349549966
755	0.3348053152
756	0.3347384618
757	0.3346298826
758	0.3344940905
759	0.3344545943
760	0.3344270512
761	0.3344170077
762	0.3341800103
763	0.3340487027
764	0.3339930023
765	0.3335944794
766	0.3335168991
767	0.333471563
768	0.3334106882
769	0.3331931243
770	0.3331408955
771	0.3329938071
772	0.3328669465
773	0.3326379469
774	0.3324942305
775	0.3322946293
776	0.3321029912
777	0.3319671559
778	0.3318354847
779	0.3317229853
780	0.3316059323
781	0.3314937893
782	0.3314644685
783	0.3313070788
784	0.3309790926
785	0.3308525952
786	0.3306818986
787	0.3305496503
788	0.330476631
789	0.3304295385
790	0.3301928743
791	0.3301876334
792	0.3299880329
793	0.3299424066
794	0.3298391652
795	0.3296688586
796	0.3295909062
797	0.329397939
798	0.3292717327
799	0.3290935042
800	0.3289057314
801	0.3288943326
802	0.3287336453
803	0.3286868639
804	0.3285200663
805	0.3283601113
806	0.3282133116
807	0.3281499563
808	0.3279616124
809	0.327840443
810	0.3276957441
811	0.3275303851
812	0.3274432755
813	0.3272726881
814	0.327252536
815	0.3270003108
816	0.326842788
817	0.3267092019
818	0.3265306718
819	0.3262630237
820	0.3261896928
821	0.3260272059
822	0.3259594471
823	0.325950809
824	0.325747057
825	0.3255248792
826	0.3255124719
827	0.3254684996
828	0.3253272508
829	0.3253183
830	0.3251363282
831	0.3249140563
832	0.3248681955
833	0.3246769685
834	0.324505522
835	0.3244568094
836	0.3242399049
837	0.3241927302
838	0.323989472
839	0.323865081
840	0.3238261791
841	0.3236132879
842	0.3234290741
843	0.323198046
844	0.3231898938
845	0.3230066263
846	0.3228201694
847	0.3226633512
848	0.322480456
849	0.3223404585
850	0.3222092335
851	0.3220426916
852	0.3219323253
853	0.3217431538
854	0.3216001942
855	0.321482134
856	0.3214453115
857	0.3213555496
858	0.3212193022
859	0.3210865004
860	0.3209875053
861	0.320894182
862	0.3208666278
863	0.3207217323
864	0.3205861815
865	0.32037439
866	0.320130116
867	0.3198685811
868	0.3195957338
869	0.319403811
870	0.3190595123
871	0.3190265227
872	0.3189762992
873	0.3189333752
874	0.3188220565
875	0.3187735844
876	0.3187307523
877	0.3186971879
878	0.3184173711
879	0.3184054419
880	0.3183333244
881	0.3181510351
882	0.3180563203
883	0.3180456855
884	0.3180098945
885	0.3178619668
886	0.3177095216
887	0.3175760177
888	0.3175401491
889	0.3174997583
890	0.3174566856
891	0.3174324472
892	0.3171963894
893	0.3170473123
894	0.3169668784
895	0.3167930615
896	0.316770168
897	0.3166738933
898	0.3164068386
899	0.316398361
900	0.3162267698
901	0.3159640639
902	0.315867931
903	0.3156286255
904	0.3153807909
905	0.3152524087
906	0.3151516852
907	0.3148779768
908	0.3147127308
909	0.314521946
910	0.3143526337
911	0.3141343352
912	0.3141127122
913	0.3139749324
914	0.3138445761
915	0.3136632163
916	0.313540372
917	0.3135246915
918	0.3133946654
919	0.3132464287
920	0.313152939
921	0.3130036521
922	0.3128776389
923	0.3126852024
924	0.3125469622
925	0.3124295375
926	0.3123891783
927	0.3122211513
928	0.3121634971
929	0.3120894312
930	0.3120433174
931	0.3120235828
932	0.3120143164
933	0.3119724119
934	0.3118780816
935	0.3117714612
936	0.3116328685
937	0.3116257019
938	0.3116173292
939	0.3115452703
940	0.3115128169
941	0.3113233824
942	0.3112008809
943	0.3110654338
944	0.3110565047
945	0.3109430811
946	0.3108998229
947	0.3107706585
948	0.3106042913
949	0.3105662814
950	0.3104673332
951	0.310354562
952	0.3101326016
953	0.3100122904
954	0.3098657275
955	0.30968923
956	0.3094366199
957	0.3094237846
958	0.3093843242
959	0.3092350129
960	0.3091938375
961	0.3090374424
962	0.3088923598
963	0.3086266386
964	0.3084938533
965	0.3084811475
966	0.3083131148
967	0.3082696923
968	0.3082333735
969	0.3080261977
970	0.3079243534
971	0.3077750835
972	0.307597299
973	0.3074501293
974	0.307256919
975	0.3072031918
976	0.3070641451
977	0.3069058289
978	0.3068201154
979	0.3067060593
980	0.3065276529
981	0.3064169522
982	0.306311576
983	0.3061102275
984	0.3059350869
985	0.3057697557
986	0.3055990998
987	0.3054826477
988	0.3052871724
989	0.305250914
990	0.3051091452
991	0.3050307382
992	0.3049758762
993	0.3048653544
994	0.3046785229
995	0.3044023822
996	0.304245129
997	0.3041667709
998	0.304061426
999	0.3039107428
