iter	Logloss
354	0.3941013354
355	0.394096726
356	0.3940349793
357	0.3939286433
358	0.3936716809
359	0.3934780825
360	0.3934720703
361	0.3934620092
362	0.3934567376
363	0.3932185994
364	0.3930686492
365	0.3929000818
366	0.3928616377
367	0.3924937432
368	0.3922926203
369	0.392166945
370	0.3920765551
371	0.391913163
372	0.3916691465
373	0.3915891925
374	0.3915850066
375	0.391249017
376	0.3910564027
377	0.3909905718
378	0.3908471119
379	0.3907195744
380	0.3905088094
381	0.3904818995
382	0.3902304345
383	0.3899080586
384	0.3898188065
385	0.389581556
386	0.3894832068
387	0.3893942827
388	0.3892613357
389	0.3891827885
390	0.3890045311
391	0.3889990456
392	0.3889774059
393	0.3887481251
394	0.3885172253
395	0.3883818693
396	0.3882379394
397	0.3879737657
398	0.3876036088
399	0.3873163102
400	0.3872210299
401	0.3870049965
402	0.386913116
403	0.3868713384
404	0.3865846443
405	0.3862819545
406	0.3860443111
407	0.3860249421
408	0.3858650811
409	0.3856827135
410	0.3856534753
411	0.3854605875
412	0.3852301771
413	0.3852004004
414	0.3851598998
415	0.3850200339
416	0.3849584918
417	0.3846967772
418	0.384564902
419	0.3843498399
420	0.384340527
421	0.3843263628
422	0.3842721536
423	0.3840649958
424	0.3837780523
425	0.3837376319
426	0.3835654689
427	0.3835387792
428	0.383321953
429	0.3832042821
430	0.3830199793
431	0.382945455
432	0.3828123309
433	0.3827890632
434	0.3826440586
435	0.3824878785
436	0.3822983676
437	0.3821191437
438	0.3819689253
439	0.3819625256
440	0.3819106266
441	0.3817918181
442	0.3815935598
443	0.381584654
444	0.381471488
445	0.3813287085
446	0.3811721926
447	0.3811671851
448	0.3810764653
449	0.3808962394
450	0.3807091069
451	0.3804298305
452	0.3801420973
453	0.3800517575
454	0.3798846977
455	0.3795795094
456	0.3794481588
457	0.3794233822
458	0.3792655488
459	0.3792290076
460	0.3789450202
461	0.3787002959
462	0.3784550884
463	0.3782732379
464	0.3780392097
465	0.3777621537
466	0.3776128141
467	0.3773827897
468	0.3772717649
469	0.3772482316
470	0.37710625
471	0.3769919989
472	0.3767426494
473	0.3764055612
474	0.3762466346
475	0.3761135354
476	0.3760547287
477	0.3757677882
478	0.3755887921
479	0.3755810191
480	0.3753452208
481	0.375297703
482	0.3749934946
483	0.3748070276
484	0.3746260772
485	0.3744056604
486	0.3743007123
487	0.3740611068
488	0.3740375034
489	0.3737272472
490	0.3734704937
491	0.3732504881
492	0.3729492581
493	0.3729215292
494	0.3727302954
495	0.3724720041
496	0.3723236355
497	0.3719625268
498	0.3717210763
499	0.3715173608
500	0.3714966096
501	0.3714940862
502	0.3711966108
503	0.3710281995
504	0.3709536608
505	0.3708101438
506	0.3706562329
507	0.3706341314
508	0.3703046218
509	0.3700658337
510	0.3698082914
511	0.3696546759
512	0.369430389
513	0.3692472487
514	0.3692308178
515	0.3692043895
516	0.3690156949
517	0.3690129439
518	0.368718372
519	0.3685689168
520	0.368396604
521	0.3682515299
522	0.3679997547
523	0.3679424734
524	0.3676157434
525	0.3675945733
526	0.3675367903
527	0.3673166458
528	0.367309802
529	0.367113276
530	0.3669798482
531	0.3667980827
532	0.3667113657
533	0.3665993264
534	0.3664722973
535	0.3664169093
536	0.3660879998
537	0.3659839567
538	0.3658131484
539	0.3656776295
540	0.3653678553
541	0.3652262955
542	0.3650978785
543	0.3649563648
544	0.3648337174
545	0.3646622559
546	0.3645706214
547	0.3644805239
548	0.3642336507
549	0.3642291776
550	0.3640725334
551	0.3638660828
552	0.3636293468
553	0.3633598879
554	0.3631007904
555	0.36296343
556	0.3628101064
557	0.3625619775
558	0.3625122049
559	0.3623099356
560	0.3622900801
561	0.3622481469
562	0.3621345833
563	0.3620326678
564	0.3618408374
565	0.3615732808
566	0.3614040397
567	0.3612594473
568	0.3611008196
569	0.3608484068
570	0.3606060779
571	0.3605116642
572	0.360358579
573	0.3602218527
574	0.3601173158
575	0.3600962021
576	0.3599709012
577	0.359776202
578	0.3595517904
579	0.3593575735
580	0.3593396497
581	0.3593059743
582	0.3591240455
583	0.3589074526
584	0.3586909524
585	0.3586506301
586	0.3584403225
587	0.3581962842
588	0.3579445429
589	0.357697373
590	0.3575062962
591	0.3572878783
592	0.3570692975
593	0.3568758854
594	0.356851188
595	0.3568496709
596	0.3568311904
597	0.3566015862
598	0.35634884
599	0.3561038014
600	0.355947927
601	0.3558987872
602	0.3558413934
603	0.3556186361
604	0.355501514
605	0.3553869627
606	0.3551315045
607	0.3549291
608	0.354719396
609	0.3545186624
610	0.3543929381
611	0.3542595047
612	0.3540353644
613	0.3540164911
614	0.3539103391
615	0.353898301
616	0.3536354078
617	0.3533707647
618	0.3532464684
619	0.3532437937
620	0.3530906487
621	0.3529002544
622	0.352709528
623	0.3526306436
624	0.3524373145
625	0.3522256876
626	0.3520559334
627	0.3518462359
628	0.3518253572
629	0.3517223492
630	0.35151677
631	0.3513437505
632	0.3511335034
633	0.3509481397
634	0.3508119509
635	0.3507896719
636	0.3507537289
637	0.3505505564
638	0.3505286965
639	0.3503364031
640	0.3503338517
641	0.3503006657
642	0.3502553429
643	0.3502203759
644	0.3500000263
645	0.3497808003
646	0.349554086
647	0.3495366474
648	0.349512317
649	0.3494215639
650	0.3492056931
651	0.3490804471
652	0.3490572253
653	0.348874463
654	0.3488160269
655	0.348799354
656	0.3487114239
657	0.3485580208
658	0.3483065045
659	0.3481286055
660	0.3479174804
661	0.347748047
662	0.3476157084
663	0.3474728376
664	0.3472431291
665	0.3472277058
666	0.3469709458
667	0.3468092117
668	0.3465970798
669	0.3463968274
670	0.346353637
671	0.346195391
672	0.3460751321
673	0.3459208917
674	0.3458784633
675	0.3456651365
676	0.3456257668
677	0.3455594139
678	0.3453168151
679	0.3452075359
680	0.3450320784
681	0.3449003829
682	0.3448023043
683	0.3445910295
684	0.3445584029
685	0.3444482154
686	0.3443214837
687	0.3440671692
688	0.3438877496
689	0.3436833346
690	0.3436032055
691	0.3435832659
692	0.3434764748
693	0.3433991231
694	0.3433067742
695	0.3432857129
696	0.3432287929
697	0.3430983803
698	0.3430771438
699	0.3429220214
700	0.3428994004
701	0.3426996684
702	0.3426520021
703	0.3425955034
704	0.342532213
705	0.3422787664
706	0.3422508288
707	0.34205891
708	0.3419467688
709	0.3417343139
710	0.3415096593
711	0.3413651969
712	0.341288424
713	0.3412728519
714	0.3410496414
715	0.3408984807
716	0.3408788948
717	0.3407668628
718	0.34055491
719	0.3403947526
720	0.3403838032
721	0.3401806325
722	0.339970246
723	0.3398373256
724	0.3397025838
725	0.3395397826
726	0.3393992345
727	0.3393022453
728	0.3390402325
729	0.3389274338
730	0.3388065404
731	0.3387262531
732	0.3385353521
733	0.3385047541
734	0.3382795917
735	0.3381437699
736	0.3381404821
737	0.3379384562
738	0.3378909243
739	0.3376553449
740	0.3374752013
741	0.33728001
742	0.3372651188
743	0.3371618111
744	0.3369843737
745	0.336868214
746	0.3367614477
747	0.3367471967
748	0.336530518
749	0.3365172849
750	0.3363553749
751	0.3361542343
752	0.3360149386
753	0.3359017361
754	0.3357985884
755	0.3356933656
756	0.335509904
757	0.3354379643
758	0.3353626711
759	0.3351650918
760	0.3349344807
761	0.3347618837
762	0.3345835949
763	0.3344457014
764	0.3344276472
765	0.3342552341
766	0.3342412837
767	0.3341257062
768	0.3339990648
769	0.3337999394
770	0.3337279481
771	0.3336312353
772	0.3335289089
773	0.3333936837
774	0.3333748287
775	0.3333605081
776	0.3332173836
777	0.3331409562
778	0.3330744956
779	0.3329019658
780	0.332884944
781	0.3327593916
782	0.3326282749
783	0.3324879961
784	0.332475193
785	0.3323484435
786	0.3321576703
787	0.3319159226
788	0.3318994506
789	0.3318712001
790	0.3318006854
791	0.3317845297
792	0.3317685401
793	0.3317068108
794	0.3316119381
795	0.3315662991
796	0.331404109
797	0.3312514754
798	0.3310729943
799	0.3307942867
800	0.3306222896
801	0.3306075161
802	0.3303987937
803	0.3302241685
804	0.3300849387
805	0.329971789
806	0.3299054494
807	0.3298051472
808	0.3296888455
809	0.3294687418
810	0.3294154288
811	0.329227874
812	0.3290691379
813	0.329031862
814	0.3289363302
815	0.3286819782
816	0.3286791694
817	0.3285407049
818	0.3283822852
819	0.3282659486
820	0.3282453567
821	0.328238311
822	0.3280388769
823	0.3279800554
824	0.3278998326
825	0.3276940643
826	0.3275909431
827	0.3275770684
828	0.327574358
829	0.3274523867
830	0.3273750819
831	0.3273642158
832	0.3271770057
833	0.3269972463
834	0.3269506647
835	0.3267570274
836	0.326613576
837	0.3263898524
838	0.3262140435
839	0.326138693
840	0.325875004
841	0.3257866963
842	0.3256273639
843	0.3255082717
844	0.3253897944
845	0.3252002713
846	0.3251807512
847	0.3249584642
848	0.3247743232
849	0.3245260695
850	0.3243654512
851	0.3242305013
852	0.3240992356
853	0.3240148993
854	0.3240001856
855	0.3239862555
856	0.3239259454
857	0.3238815559
858	0.3238412722
859	0.3237988162
860	0.3237856542
861	0.3235515804
862	0.3234922126
863	0.3234090084
864	0.3232915027
865	0.3231187203
866	0.322917256
867	0.3227691019
868	0.3227568211
869	0.3226008207
870	0.3225259584
871	0.3223310216
872	0.3221698441
873	0.3219968876
874	0.3219577033
875	0.3217996792
876	0.3217220025
877	0.3215519618
878	0.3212948646
879	0.3210833127
880	0.3208868549
881	0.3208256497
882	0.3206922186
883	0.3205142233
884	0.3204339822
885	0.3202470274
886	0.3201827506
887	0.3200195452
888	0.3199216222
889	0.3196930643
890	0.3196132564
891	0.3195003179
892	0.319351243
893	0.3192020607
894	0.3191029903
895	0.3190395392
896	0.3188600377
897	0.3186652287
898	0.3185338513
899	0.3183471359
900	0.318329089
901	0.3182400646
902	0.318094239
903	0.3179734276
904	0.3179065032
905	0.3178868194
906	0.317736691
907	0.3177093728
908	0.3176017083
909	0.3174497953
910	0.3171293326
911	0.3170037358
912	0.3169146796
913	0.3167498267
914	0.3165335218
915	0.3163925924
916	0.3163041492
917	0.3160828525
918	0.315918669
919	0.3157239938
920	0.315656708
921	0.3154953704
922	0.3154135246
923	0.3152383539
924	0.3150285483
925	0.3149449198
926	0.3147937757
927	0.3145483101
928	0.3142972635
929	0.3141124109
930	0.3140271541
931	0.3138243634
932	0.313729525
933	0.3135530355
934	0.3134790285
935	0.313396804
936	0.313294492
937	0.3130755465
938	0.312917137
939	0.3128441416
940	0.3127443273
941	0.3125460645
942	0.3122913933
943	0.3121724768
944	0.3119522568
945	0.3118614129
946	0.3117241033
947	0.3117121594
948	0.3115343728
949	0.3114563023
950	0.311432277
951	0.3112145388
952	0.3112042035
953	0.3111380348
954	0.311066114
955	0.3108750864
956	0.3107289367
957	0.3105476005
958	0.3104601414
959	0.3102647589
960	0.3100955595
961	0.3099189581
962	0.3098194293
963	0.3096367099
964	0.3094331197
965	0.3094098243
966	0.3093623291
967	0.3092836669
968	0.3091709598
969	0.3091604769
970	0.3089603652
971	0.3088195592
972	0.3086002347
973	0.3084696105
974	0.3084315501
975	0.3083441819
976	0.3083314171
977	0.3082165249
978	0.3080651412
979	0.3080151528
980	0.3078899166
981	0.3078324246
982	0.3076360682
983	0.3075460564
984	0.3073538865
985	0.3072073948
986	0.3071370489
987	0.3069881728
988	0.3068327342
989	0.3067520973
990	0.3066599585
991	0.3065284562
992	0.3063626155
993	0.3062001315
994	0.3060269901
995	0.3058891235
996	0.3056681741
997	0.3055482283
998	0.3053994658
999	0.3053357944
